id,subject,author,status,related issues,description
34766,Better error message when no API format is recognised,Felix Schäfer,Closed,Is duplicate of #26709,"At Planio sometimes see users trying to make API requests using the HTTP @Accept: application/json@ header but forgetting to add @.json@ at the end of the path. This currently leads to a @raise@ with a @500 Internal Server Error@.

We propose the following patch to correctly return a @406 Not Acceptable@ (this is the same HTTP status Rails uses when the passed @Accept@ HTTP header can not be served), log the error instead of @raise@-ing, and returning a helpful message in the HTTP response.


<pre><code class=""diff"">
diff --git a/lib/redmine/views/builders.rb b/lib/redmine/views/builders.rb
index 653c1bd6b..3c977df67 100644
--- a/lib/redmine/views/builders.rb
+++ b/lib/redmine/views/builders.rb
@@ -30,7 +30,9 @@ module Redmine
             when 'xml',  :xml  then Builders::Xml.new(request, response)
             when 'json', :json then Builders::Json.new(request, response)
             else
-              raise ""No builder for format #{format}""
+              Rails.logger.error ""No builder for format #{format.inspect}""
+              response.status = 406
+              return ""We couldn't handle your request, sorry. If you were trying to access the API, make sure to append .json or .xml to your request URL.\n""
             end
           if block_given?
             yield(builder)
</code></pre>"
21662,Search in issue assigned dropdown list,kunkka zhang,New,Is duplicate of #26656,"My team used redmine over one year，now there are about 100 people in one project。

Everytime I create a issue ，I must assgin to somebody, and the dropdown list is tooooooo long, really hard to find the people I want to assgin.

sorry about my english,can  somebody tell me to do fix it? "
29482,Query system for Projects page,Marius BĂLTEANU,Closed,"Is duplicate of #12329, Is duplicate of #22966, Is duplicate of #22327, Is duplicate of #2399, Is duplicate of #26494, Is duplicate of #7701, Is duplicate of #24841, Is duplicate of #26641, Is duplicate of #1472, Is duplicate of #2117, Is duplicate of #9207, Is duplicate of #22124","The attached patch adds the existing query system (from issues and time entries) to the projects page, including the possibility to save custom queries and export to csv.

Available columns: 
* Name (default column)
* Status
* Short Description (default column)
* Identifier (default column)
* Subproject of
* Public
* Created
* Project custom fields

Available filters:
* Status with active, closed and archived
* Name
* Description
* Subproject of
* Public
* Created
* Project custom fields

Board view (default):
!board_view.png!

List view:
!list_view.png!

Some mentions:
- I chose to open a new ticket because the patch implements multiple related issues
- More filters and columns can be added, but I wanted to keep this patch as small as possible. 

Any feedback is welcome."
12704,Allow selecting subprojects on new issue form,Adnan Topçu,Closed,"Is duplicate of #19838, Is duplicate of #26639","happy new years!
As you know, redmine sub task mechanism supported cross-project since version 2.2. 
But there is no project field on the new issue form. This is a need, when we creating new issue by the link ""Sub task Add"" on the parent issue."
16069,Allow configuration of API limit instead of hardcoding at 100,Domingo Galdos,New,"Is duplicate of #7539, Is duplicate of #25555, Is duplicate of #26553, Is duplicate of #33526","The below tested patch makes the previously harcoded limit of 100 items in a RESTful API response configurable in the Administration GUI. The default value is still 100. This is based on 2.4.1.stable.

This is quite useful since it is nice and simple to just get the full response in a single page rather than having to traverse pagination, and a limit of a bit more than 100 is still very performant for many sites -- the limit beyond which performance starts to degrade really depends on the particular site's usage, so should be controllable by the local administrator.

<pre><code class=""diff"">
Index: app/controllers/application_controller.rb
===================================================================
--- app/controllers/application_controller.rb       (.../trunk/app) (revision 13385)
+++ app/controllers/application_controller.rb       (.../branches/code-8112/app)    (revision 13389)
@@ -519,8 +519,8 @@
     limit = options[:limit].to_i
     if limit < 1
       limit = 25
-    elsif limit > 100
-      limit = 100
+    elsif limit > Setting.api_limit.to_i
+      limit = Setting.api_limit.to_i
     end
     if offset.nil? && options[:page].present?
       offset = (options[:page].to_i - 1) * limit
Index: app/views/settings/_general.html.erb
===================================================================
--- app/views/settings/_general.html.erb    (.../trunk/app) (revision 13385)
+++ app/views/settings/_general.html.erb    (.../branches/code-8112/app)    (revision 13389)
@@ -24,6 +24,8 @@
 
 <p><%= setting_select :wiki_compression, [['Gzip', 'gzip']], :blank => :label_none %></p>
 
+<p><%= setting_text_field :api_limit, :size => 6 %></p>
+
 <p><%= setting_text_field :feeds_limit, :size => 6 %></p>
 
 <p><%= setting_text_field :file_max_size_displayed, :size => 6 %> <%= l(:""number.human.storage_units.units.kb"") %></p>
Index: config/settings.yml
===================================================================
--- config/settings.yml        (revision 13387)
+++ config/settings.yml        (revision 13389)
@@ -73,6 +73,9 @@
   default: localhost:3000
 protocol:
   default: http
+api_limit:
+  format: int
+  default: 100
 feeds_limit:
   format: int
   default: 15
Index: config/locales/en.yml
===================================================================
--- config/locales/en.yml      (revision 13387)
+++ config/locales/en.yml      (revision 13389)
@@ -352,6 +352,7 @@
   setting_host_name: Host name and path
   setting_text_formatting: Text formatting
   setting_wiki_compression: Wiki history compression
+  setting_api_limit: Maximum number of items returned in a JSON/XML API response
   setting_feeds_limit: Maximum number of items in Atom feeds
   setting_default_projects_public: New projects are public by default
   setting_autofetch_changesets: Fetch commits automatically

</code></pre>"
1757,Immediately send a notify email when a user is added to issue's watcher list,Chaoqun Zou,New,"Is duplicate of #10357, Is duplicate of #26529","Hi, Jean-Philippe, it is a great feature that you add the watcher list to the issue. By this feature, we are now able to select the members who should receive notify email about an issue.

But I think it would be more useful that redmine could send a issue's summary info to the watcher when he is added to the list. Do you think so?"
12388,diffs for editions of issue/notes entries,Pawel Orzechowski,New,"Is duplicate of #26527, Is duplicate of #29687, Is duplicate of #2598, Is duplicate of #36509","It should be possible to see what changes had been done to the issue/note if someone edited it after it was already created.
If I edit issue description there is a diff entry generated. But if I edit the note itself there is no info that the note was edited."
29482,Query system for Projects page,Marius BĂLTEANU,Closed,"Is duplicate of #12329, Is duplicate of #22966, Is duplicate of #22327, Is duplicate of #2399, Is duplicate of #26494, Is duplicate of #7701, Is duplicate of #24841, Is duplicate of #26641, Is duplicate of #1472, Is duplicate of #2117, Is duplicate of #9207, Is duplicate of #22124","The attached patch adds the existing query system (from issues and time entries) to the projects page, including the possibility to save custom queries and export to csv.

Available columns: 
* Name (default column)
* Status
* Short Description (default column)
* Identifier (default column)
* Subproject of
* Public
* Created
* Project custom fields

Available filters:
* Status with active, closed and archived
* Name
* Description
* Subproject of
* Public
* Created
* Project custom fields

Board view (default):
!board_view.png!

List view:
!list_view.png!

Some mentions:
- I chose to open a new ticket because the patch implements multiple related issues
- More filters and columns can be added, but I wanted to keep this patch as small as possible. 

Any feedback is welcome."
6417,Allow collapse/expand in gantt chart,N G,Closed,"Is duplicate of #13063, Is duplicate of #11636, Is duplicate of #26467","Eric - it would be great if there was a way to collapse nested structures in the Gantt chart plugin you developed.. for example, if we don't want to see all the tasks/bugs for our versions, but just want a high level picture of what's coming up, it would be nice to be able to collapse each version to a single row that shows the due date for the version. Possible? Thanks!"
877,ability to vary the units used to track time,ilenia zara,New,Is duplicate of #26358,"Some development methodologies suggest tracking time in points or even ""tomatoes"" (http://www.tecnicadelpomodoro.it).  It would be nice if Redmine had the ability to support these forms of time tracking."
9090,Issue view does not show spent time if hours are zero,Bo Hansen,New,Is duplicate of #26357,"If I add a time entry of 0 hours and nothing else has been logged on an issue spent time is shown as ""Spent time: -"". 
It would be more natural if it showed 0 hours and had the normal link for showing logged time on the issue."
1278,Creating global (default) categories.,Yanoksy Durañona Yero,New,"Is duplicate of #2521, Is duplicate of #26327","It would be great if Categories could be created globally for all projects besides for each project independently. In my case I have too many project where almost all of them features the same categories and it is kinda tiresome creating categories for each project.

Redmine is the Best!!!"
26554,Select Wiki Page as Project Start Page,Michael Gerz,New,"Is duplicate of #26184, Is duplicate of #13722","The overview page of a project (with its issue stats and users list) is not very attractive to customers.

The Redmine website with its custom home page is an excellent proof that the overview page is not a good starting point.

I think it would be a great option to declare the Wiki start page as the start page of a project."
9912,Expose Redmine server settings via REST API,Alex Last,New,Is duplicate of #26165,"I have some automated tests for Redmine Java API. The unit-tests do not  require any external systems, while the integration ones use a pre-configured Redmine instance (actually, several instances - 1.2.2, 1.3.0, ...).

I could modify the integration tests to start a Redmine server, 
ideally - provide a pre-configured test database instance,
then set some settings like ""authentication required"" and run tests with it.
then turn this setting OFF and run the tests again.

This would eliminate the need to have Redmine running and accessible for everyone running integration tests, plus cover more execution paths.

So, is it possible to support at least some settings manipulation using REST API?

I can list the ones most important for me at this moment:
* ""authentication required""
* provide database settings on Redmine startup (ideally would be if Redmine supported in-memory database like Atlassian Jira)
"
23448,Allow updating existing issues via CSV import when their ID's are the same,Xavier Godon,New,"Is duplicate of #25810, Is duplicate of #28202, Is duplicate of #31830, Is duplicate of #32496","I'd like to have the possibility to update issues with a csv import.
Atm, if i import a task with an already existing ID, the ID changes and a new task is created."
22701,Allow forward reference to parent when importing issues,Gregor Schmidt,Closed,Is duplicate of #25799,"When importing issues via CSV with parent relations, the parent issues need to be positioned before child issues. Otherwise the relation will be ignored.

To work around this limitation, the issue import could be extended to use multiple passes:

# one to import basic issue properties
# one to import relations to other issues

This way it becomes easier to create the CSV files for imports, since order is no longer important.

This change would also be a prerequisite to import general issue relations. Since those cannot be more complex that parent relations and cannot necessarily be linearized properly.



Attached you find a patch series based on trunk r15361.

While implemented the changes, I tried to keep the @Import@ free from issue related information. Other existing @Import@ sub classes - within plugins e.g. - should need as little updates as possible.


h3. 0001 Extend test data for issue import

This change adds two rows to the existing issue import fixture file. These rows contain a parent and a child issue, while the parent is placed after the child. This would not import properly given the current implementation.

The patch also updates the existing tests, where the number of imported issues is asserted.

h3. 0002 Add test for issue relations to following rows

This patch extends the existing parent issue import test to also verify that the newly introduced parent child relation is properly imported. This test fails with the current implementation.

h3. 0003 Multi-pass CSV import

This patch defines a @required_passes@ method within @Import@ which returns @1@ by default and may be overwritten in sub classes. The @IssueImport@ does so and returns @1@ if no @parent_id@ mapping was set, otherwise it returns @2@.

The @run@ method is split into @run@ and @run_pass@. The first one is recursive and called once for each pass. It also handles the @max_*@ options. The second is only responsible for reading the rows, creating or updating the ImportItems and passing everything to @build_object@.

Since @build_object@ may now be called multiple times (once for each pass), the argument list was extended to provide more context. If somebody created a custom import in a plugin, this would need to be changed by the plugin's author.

In the @IssueImport@, @build_object@ is now split into @build_issue@ and @build_relations@, the first is called in the first pass, the second in pass 2.

The patch also contains a migration, which adds a @completed_passes@ field to @ImportItem@. This is needed to properly (re-)store progress for multi-step imports, like the ones via the web UI.

Finally the patch adds some test to make sure, that the general behavior of multi-step imports did not change with the introduction of multi-pass imports.


*Disclaimer*: I know, this is a rather large change to fix a minor nuisance. But as mentioned earlier, I think, this change is a necessary prerequisite to support importing ""Related Issues"" properly, which I would like to contribute next, if this patch is accepted."
18027,Notification when deleting an issue,claude g,New,"Is duplicate of #18271, Is duplicate of #25779","Currently, issue deleted are ... deleted :-)
To avoid to lost something, it would be great to have a final notification (same notifications rules + Redmine administrators). This notification should have the full history instead of final deletion step. I don't know how to handle attachments (attached or not - not so important).

If you prefer to have a 'soft delete' like #1380 or #6666, this feature is useless and you can cancel it. But please, try to handle this deletion differently soon."
24611,Plugin installer on the Administration page,Brian Rose,New,Is duplicate of #25776,"I am having a hell of a time installing a plugin - specifically ""Checklists"" which is the top rated plugin. I am doing this to evaluate the plugin installation process, but I am having no luck. 

First, some background.

I am not a ruby, or even a web developer. I write embedded code, and I would like to use Redmine to help manage my projects. I have some linux skills, but am a long way from being a guru.

I installed Redmine on an Ubuntu 16.04, Apache, and MySQL system using ""sudo apt-get"". For me, this was the easiest, most consistent way to resolve all dependencies and get a basic working system up and running. Trying to resolve all the discrepancies between the various installation instructions in the Guide drove me to madness. I finally found some installation instructions on the Ubuntu help pages that delivered a working system.

Now that it is installed, I cannot seem to get plugins working. I believe this is due to permissions. Since the system was installed with ""sudo apt-get install ..."" the files have root permissions. If I try to run the various commands indicated in the various plugin guides I usually get errors regarding permissions. (I am repeating my journey to madness trying to resolve all the unexplained differences) . If I try to run the commands with sudo, I get errors or warnings about running as root. In most cases I end up with a broken system. I have not figured out the magical incantation to install this plugin yet.

The feature request I have is to have an Administration page where you could upload the zip file, and it would install the plug-in to the appropriate directory, backup the appropriate files (as needed), run the appropriate commands with the appropriate credentials, and deliver a working system at the end.

I think this would help make this system a lot more usable to non-ruby developers."
7774,Sub groups or Multi-level groups,Jos Accapadi,New,"Is duplicate of #20228, Is duplicate of #25768","Did a preliminary search, but did not find a feature request for this.

I see a need for having sub-groups as part of groups ability

Group A
   Group B
       Member
       Member

Group C
    Member
    Member

Group D
    Member
    Group E
       Member

As an example, we may have a marketing group, who has a web unit as part of it.  In some projects it would be good to assign the whole marketing group to see a project, and in some it would be just beneficial to do the web unit or sub group.

This would eliminate the need for duplicate entry of names into different groups.

"
31859,Per role visibility settings for spent time custom fields,Marius BĂLTEANU,Closed,Is duplicate of #25746,"Based on the work made by Jens Krämer in #23997, I've created a patch that adds role visibility settings for spent time custom fields (including two tests).

"
28234,Add CSV Import for Time Entries,Gregor Schmidt,Closed,Is duplicate of #25578,"h3. Preface

The imports controller was obviously built to be used for more than just issue imports. But since Redmine currently only supports issue imports, there are now some places, where assumptions about the issue import are hard-coded.

There are some plugins out there, which add other kinds of CSV imports to Redmine, but none of them seems to use the imports controller. I assume, it's because of the shortcomings mentioned above. I wanted to improve this situation, so I decided to build a time entry importer and - along the way - generalize the imports controller so that it's able to handle more than just issues.

h3. Preparations

The first patch attached extracts the issue related view parts into partials which are determined by convention. They are all prefixed with the imported model name, i.e. @_issues@. 

The issue related model parts are moved to the import model. Those are, e.g. the proper menu item, the authorization or the layout. Strictly speaking they should be located on the controller level, but I did not want to build sub classes of the imports controller for each and every kind of import.

h3. Adding the time entry import

The second patch attached adds the time entry import. It's using the newly introduced extension points to fill in the blanks. To provide a way for the user to find the new import, I've added the @timelog/_sidebar@ partial, similar to the one for issues. This new sidebar partial is now used in the timelog views and it contains a link to the import.

*Note:* within said partial, I've mis/re-used an i18n key @label_time_entries_visibility_all@ since it was providing the desired text in German and English. I did not want to introduce a new key based on the existing one, since that would have probably caused major merge problems. If desired, I may of course do that anyway.

h3. Closing notes

The second patch may of course also become a plugin. The main point of this patch (series) was it, to allow plugins to reuse the existing plugin infrastructure. Without the first patch though, a plugin author would need copy most of the views and functionality of the imports class, which is undesirable (at least for the plugin author).

Thank you for considering these patches."
18556,Add ability to configure limit of attachments at once,Stephen Ostrow,New,"Is duplicate of #18642, Is duplicate of #25562","Currently there is a hard limit of only 10 attachments per change of an issue. It would be nice if this was configurable or removed completely if possible.

I'm wondering if there was a specific reason why this limit was added in the first place.

Related Issue: #18555, #8579
This is the code in question: source:/trunk/public/javascripts/attachments.js#L6"
18875,"[Rest API][custom field]Why ""GET /custom_fields.xml"" required the System manager's privilege?",Hiroyuki Arakawa,New,Is duplicate of #25542,"Dear developers

Why Getting ""Custom_field's Possible values"" required the System manager's privilege?

I am creating a Redmine client by C#.
My Redmine project have Custom Field as List Format.

My C#'s Client can get Custom Field value,but can not update Custom Field.
Becase Getting ""Possible values"" required the System manager's privilege.

I can not give the system administrator privileges to all users.
I want all user to be able to get Possible values.

Best Regards."
5973,Ability to set project icons,Anton Statutov,New,"Is duplicate of #11245, Is duplicate of #6341, Is duplicate of #25512",It would be very convenient to see individual icons on project's list page.
8757,Add hook for bulk edit post-save state,Ramesh Nair,New,"Is duplicate of #25454, Is duplicate of #29897, Is duplicate of #5714","There is a hook which gets invoked just after an individual issue gets updated, which allows for plugins to perform any post-save actions. There ought to be a similar hook for when a number of issues have been updated via the bulk-editing process. I've patched the core code to enable such a hook - `controller_issues_bulk_edit_after_save`.

Patch available at https://github.com/7citylearning/redmine/commit/f88c6ca01e89246b5bcd62fa26cc651ee33ba212"
588,Move timelog between projects,Michael Pirogov,Closed,"Is duplicate of #22399, Is duplicate of #25381","It'll be nice to have an ability to move or delete your timelog entries between projects (as issue_move). For example
cause of mistake.

"
7997,Merge Issues,Brian Lacy,New,Is duplicate of #25300,"Feature Request: Merge related issues

The idea would be to create a ""Merge Issue"" link next to the ""Duplicate"" and ""Delete"" links when viewing or updating Issues. Clicking it presents a box allowing you to enter an Issue number to merge with. Merging two issues combines all the comments and status updates chronologically (and of course presents an option to re-edit the title of the newly combined issue).

This would be super helpful! Sometimes issues are entered as separate tickets, when in fact they are the same or merely different aspects/perspectives on the same task. We don't want to just delete or close one of them, because they often contain useful comments relating to that particular aspect of the same task. Sorting through all the duplicate issues is a huge pain, but merging the issues would solve this problem."
29042,"Add links to Users, Projects and Versions (at least) in timelog report",Marius BĂLTEANU,Closed,Is duplicate of #25288,"This issue is extracted from 24568#note-8.

*Before:*
!{width: 60%; border: 1px solid grey;}timelog_report_before.png!

*After:*
!{width: 60%; border: 1px solid grey;}timelog_report.png!

 In this way, the locked users will have the grey out style and can be differentiated by the active users.
"
21450,Totals for Total estimated time and Total spent time,Sebastian Paluch,New,"Is duplicate of #24067, Is duplicate of #25112","There are missing totals for _Total estimated time_ and _Total spent time_.

The totals are also very useful as they allow to build nice project overview, e.g. show only root items and see/summarize all the effort without getting into details."
15358,"Default value for ""User"" type custom field",Ketki Vahalia,New,Is duplicate of #25061,"We have added ""Resolved By"" and ""Resolution Type"" custom fields, so we can search who submitted a fix for a issue. We make it mandatory only when the status is changed to ""Resolved"".

It would be very useful if we can provide a default value of ""current"" user to the field when it is mandatory. That way users are saved an extra click. It maynot seem like much, but we use Redmine extensively, for all our work (bugs, tasks, logging time, Wiki etc.) and anything I can do to make the process easier makes the development team's life easy.

Thanks,
Ketki
"
4221,Force passwords to contain specified character classes,jim joseph,Closed,Is duplicate of #25054,"I would like to enforce strong password for users in redmine. As if now redmine will accept any four letter password. Is there a way that applicaton checks how strong a password is when a new user register in it.

Can we implement any password generator with redmine?"
4511,Allow adding user groups as watchers for issues,Michael Ruder,Closed,"Is duplicate of #24943, Is duplicate of #15164","Having the nice user group feature in Redmine 0.9, it would be very handy to be able to add whole group as observers for issues. Currently, only user accounts can be added as observers."
5325,Add Parent Task to 'Group Results By' drop down,Rosalyn Metz,New,"Is duplicate of #5325, Is duplicate of #7646, Is duplicate of #10559, Is duplicate of #24942, Is duplicate of #29519","I just upgraded to the newest version of Redmine in order to take advantage of the subtask feature.  However I can't group tasks for a particular project by Parent Task.

To replicate go to a project and choose ""Issues"" from the top menu.  Choose the ""options"" section and then open up the drop down menu for ""group results by"".  I have attached a screenshot.


---------------------
server info
---------------------
ruby 1.8.6 (2007-09-24 patchlevel 111) [i386-linux]
Rails 2.3.5
mysql  Ver 14.12 Distrib 5.0.77, for redhat-linux-gnu (i386) using readline 5.1
redmine Revision: 3671
"
8046,request to add the ability to watch a given target version,Gerry Hawkins,New,"Is duplicate of #24883, Is duplicate of #21290","(using 1.0.4, soon to be 1.2.0)
I would like to be able to watch a target version like I can an issue.

An important part of that is that I would to be able to easily see, and have timely notification of additions to or removals from a target version.

This would help prevent issues from being sneaked into a target version, and to help more people be aware of issues that get dropped from a target version.

I guess the all signing all dancing version of this request is an ability to configure what is watched for. But I would be very happy with the ability to watch all activity associated with specified target versions.

Thanks"
29482,Query system for Projects page,Marius BĂLTEANU,Closed,"Is duplicate of #12329, Is duplicate of #22966, Is duplicate of #22327, Is duplicate of #2399, Is duplicate of #26494, Is duplicate of #7701, Is duplicate of #24841, Is duplicate of #26641, Is duplicate of #1472, Is duplicate of #2117, Is duplicate of #9207, Is duplicate of #22124","The attached patch adds the existing query system (from issues and time entries) to the projects page, including the possibility to save custom queries and export to csv.

Available columns: 
* Name (default column)
* Status
* Short Description (default column)
* Identifier (default column)
* Subproject of
* Public
* Created
* Project custom fields

Available filters:
* Status with active, closed and archived
* Name
* Description
* Subproject of
* Public
* Created
* Project custom fields

Board view (default):
!board_view.png!

List view:
!list_view.png!

Some mentions:
- I chose to open a new ticket because the patch implements multiple related issues
- More filters and columns can be added, but I wanted to keep this patch as small as possible. 

Any feedback is welcome."
8168,Allow to disable feature attachment,Maxim Nikolaevich,New,"Is duplicate of #24836, Is duplicate of #38682","Attachment max. size
should be as
Attachment max. size (zero for disabling feature)
"
13798,Feature Request: File download history,Tao Lin,New,Is duplicate of #24817,"Hi,

Currently, files download only show the download count info. It would be nice to see more download history such as user name, client IP, download date time etc. for auditing purpose.

Cheers,

Tao"
12089,Hide Issue History,kais kais,New,Is duplicate of #24806,"hello,
We are using redmine to manage our change management processes.
The functional user open end close the issue, other status are dealt by IT team. My problem is that i don’t want to give the functional user the ability to view the history  or details of the issue ( what IT team are doing). 
My questions are ?
-	Can i hide issue details based on user role or permission ?
-	Can i disable clickable links to  on the issues list view based on role ?
If not, what can i do ?

Thanks 
"
13315,Bulk edit for version list view,Terence Mill,New,Is duplicate of #24792,"I just met the problem to do a thousands click when i want to have many version status set in one step. It would be great to have a similar javascript context menu for version view like we have for issues.
Escpecially the status attribute but also a bulk edit form for beeing able to apply attrib changes /custom and standard fields) to all versions then would be very useful."
22368,Ability to add private comments from the issue bulk edit page,Felix Schäfer,Closed,Is duplicate of #24772,"It is currently not possible to add private comments from the issue bulk edit page, is this by design? If not it would be nice if this was possible."
9909,Search in project and its subprojects by default,ed boel,Closed,"Is duplicate of #23403, Is duplicate of #22125, Is duplicate of #24764","The default search scope when in a project is now only the selected project. 
In my setup there are about 25 different projects, so it is easy if the search scope would always be 'all projects' or 'this and its subprojects'. Is it possible to add a configuration option to enable that?"
15773,Filtering out specific subprojects (using 'is not' operator),Miodrag Milic,Closed,Is duplicate of #24677,"It should be possible to select multiple subproject for which you don't want issues in the list. 

That is besides currently existing @is, all, none@ there also needs to be @is not@. This can not be achieved by selecting multiple projects except specific ones with @is@ filter because new subprojects could be added."
9432,Default value for the private issue flag,Martin G,New,"Is duplicate of #14390, Is duplicate of #20102, Is duplicate of #24636","It would be useful to have the possibility, to set the default value for the ""private issues""-flag for each project."
34787,"Ability to set default value for  ""I don't want to be notified of changes that I make myself""",Pierre DEPREY,Closed,Is duplicate of #24629,"Hello,

I search many possibilites to change the default value of no_self_notified when creating a new user.
Actually default is true.

line 54 to 56 in /app/models/user_preference.rb

<pre><code class=""ruby"">
unless attributes && attributes.key?(:no_self_notified)
  self.no_self_notified = true
end
</code></pre>

might be :

<pre><code class=""ruby"">
unless attributes && attributes.key?(:no_self_notified)
  self.no_self_notified = Setting.default_users_no_self_notified
end
</code></pre>

and add in config/settings.yml

<pre><code class=""yaml"">
default_users_no_self_notified:
  default: true
</code></pre>

With this change, we can modify the default value without changing source code of Redmine.

this may be implemented in a future release ?

Regards, 

Pierre"
7224,Permission for seeing Members on Project Overview,Tharuka Pathirana,New,"Is duplicate of #18093, Is duplicate of #24585","It would be nice to have permission options to set who can see the members assigned to a project (in project overview).
Ideally this isn't a on/off toggle but being able to select the roles.
Examples:
* project admins and project managers can see all members
* simple users only see the project admins
* non-members (on public projects) can't see any members."
14654,Allow a bigger range for the gantt timeline,Michael Heinze,Closed,Is duplicate of #24550,"Currently the gantt chart can only display up to 24 months. Every bigger value is ignored and sets the chart back to 6 months.
There is no obvious reason for this constraint, so the possible range should be extended to more than 24 months (maybe 48 or a configurable value)."
6034,sorting should disregard blank fields,Josh Sharpe,New,"Is duplicate of #3467, Is duplicate of #24529","When sorting something in ascending order all the issues that have a blank value for this field are first in the list.

Instead, anything that does not have a value should be pushed to the end of the list.  They are essentially undefined.

If I'm sorting a list of 300 isses by version number, I'm not asking to see the blank ones first -- I'm asking to see the lowest version number first."
5005,"""New issue"" link near roadmap issue lists.",Go MAEDA,Closed,"Is duplicate of #24438, Is duplicate of #5005","Context menu added to roadmap list at r3547 is nice.

It would be great if there is a link to new issue near roadmap list. When the link clicked, the user will see new issue form with target version is selected."
16045,"Add ""Previous Assignee"" entry when changing issue assignee",Gurvan Le Dromaguet,New,Is duplicate of #24319,"Intention : assign ticket back to previous assignee easily, without scrolling down the list until I found it.

attached proposed implementation as svn patch. It needs to run ""db:migrate""

Missing in the implementation:
- previous assignee in contextual menu
- maybe reusing changes done in r12419

Works good and very popular in my firm."
12579,Ability to assign issues to multiple users,Bishoy Medhat,New,"Is duplicate of #408, Is duplicate of #15809, Is duplicate of #24286, Is duplicate of #39025","+*Dear All:*+

+Kindly I need to make *""Assignee""* Combo box allow *""Multi-Selection""* because of:+
 

* Sometimes , Groups don't help me while assigning a specific issue to more than one member.
This happened in case where the assignees are not gathered in a group. (This happened frequently)
(*Note that:* There is an Infinite combination of users!!)
So , I need the *""Assignee""* field to be a *List Box* which allow +*""Multi-Selection""*+."
21450,Totals for Total estimated time and Total spent time,Sebastian Paluch,New,"Is duplicate of #24067, Is duplicate of #25112","There are missing totals for _Total estimated time_ and _Total spent time_.

The totals are also very useful as they allow to build nice project overview, e.g. show only root items and see/summarize all the effort without getting into details."
23215,Add the possibility to filter issues after Target Version's Status and Due Date,Marius BĂLTEANU,Closed,"Is duplicate of #23855, Is duplicate of #20197, Is duplicate of #14164","Currently, we have the possibility to filter issues only after target version name and target version's custom fields (that have the ""Used as a filter"" checked). 

It'll very helpful to have the possibility to filter after target version status (open/locked/closed) and target version due date (effective_date). With these 2 new filters you can cover most of the use cases related to target version. 
Some examples:
- a query that returns all the issues that are assigned in open versions
- a query that returns all the issues that are assigned in versions with due date

The attached patch:
- implements these new 2 filters
- groups the target version status and target version due date with target version's custom fields under the label Target Version . I wasn't sure that is a good idea to move also the existing target version filter (name) to this group. (attached target_version_group.png)
- adds 2 new tests
- breaks an existing tests (QueryTest#test_total_by_project_group_for_spent_hours), but  I'm not sure how to fix the problem. The respective test have also a to do comment to remove some code after this ""issue"":https://github.com/rails/rails/issues/21922 is fixed (and is was fixed). 

I think that this ticket is related to #21249  
"
8734,Could not add clickable Link to a local windows directory when creating redmine demand,Ryad Ryad,Closed,Is duplicate of #23789,"Hello,

Is-it possible with Redmine to add hypertext links that points to local windows directories when creating redmine demand?
Example :If we add a link to network directory (\\machine_test\tmp), it will not be clickable ?

Thank you in advance.

Best regards,

Riadh
"
9306,Per-tracker issue categories,Lars Erik Gullerud,New,Is duplicate of #23747,"It would be very useful when defining categories inside a Project if one could select what trackers this category is valid for (similar to the way one selects what trackers are used in a Project).

Case example:

For our ""feature"" tracker we only need 3 categories, each assigned to one of three users who will follow up the feature request and do a design for that area. However for ""bugs"" tracker there are a lot more categories as these are assigned to individual engineers responsible for a given area. Having to see (and be able to select!) all these categories in the ""feature"" tracker makes our users submit a lot of requests that end up in the wrong place.

Of course we could split every single project into sub-projects and have only one tracker (and one set of categories) in each sub-project, however this is a less than optimal workaround..."
3319,Copy/Duplicate a custom query/saved filter,James Robertson,New,Is duplicate of #23739,"I would like to be able to copy a custom query/filter.

I often set-up filters that are identical except for one filed (eg. assigned to). It would be handy to be able to duplicate an existing filter."
6609,% Done for Parent Tasks [2],Ewan Makepeace,Reopened,"Is duplicate of #18184, Is duplicate of #13116, Is duplicate of #15692, Is duplicate of #23529","If I have parent tasks and sub tasks and I use manual (per issue) % done values, then the parent gets the average of the values of the subtasks.
However if I use the option to set % done from status updates then instead of inheriting its % done from the subtasks it takes it from the status attached on the parent task.

Example:

!parent.jpg!

In this case 3 of 4 subtasks are finished and the 4th is in progress, yet the parent task remains at 10% because its status is just 'Developing' (which means not much for a container task).

I actually have two separate requests here:

# I think that parent tasks should inherit their done% from the sub tasks in both modes (note that when using per-issue Done% values I do not get the option to pick a value for the parent, it is always computed, so why not for the by-status version too?)
# Rather than average the %Done of the child tasks I would prefer to weight them by the estimated time of each subtask, so if I have 2 x 8 hr tasks finished and one 4 hour task not started the parent would be at 80% and not 66%.
"
13803,"Implement grouping issues by date (start, due, creation, update, closing dates)",#  And,Closed,"Is duplicate of #20927, Is duplicate of #23493, Is duplicate of #13160","* group by date creation asc
* group by date creation desc
* group by date start asc
* group by date start desc
* group by date end asc
* group by date end desc
* group by date closing asc
* group by date closing desc"
