#,Subject,Author,Status,Related issues,Description
36679,Export a version as changelog text,Go MAEDA,Closed,"Related to #1800, Related to #7043","I suggest a feature to export a version as text. One of the uses of the text is a changelog.

You will be able to get the text by clicking ""Also available in: TXT"" link placed in the bottom right of the version page.

If you export https://www.redmine.org/versions/5 as text, you will get the following output:

<pre>
# Changelog

## 0.7.3

2008-07-06

Security+Bug fix release

* Defect #52: bulgarian language issue
* Defect #1426: User model does not allow person's first name to contain a dot '.'
* Feature #1506: Add title length note and error info when creating project or creating news
* Patch #1218: Patch for relative links to icon images in 'public/help/wiki_syntax.html'
* Patch #1425: Entourage (and some old client) fails to correctly render notification styles
* Patch #1524: back_url redirects inappropriately when blank
* Patch #1527: Add Project Name to Cross-Project Atom Feed
</pre>"
36659,"Add ""auth_source_id"" to GET request for Endpoint /users.:format",Christoph Graf,Closed,"Related to #23307, Is duplicate of #37674","In our Redmine installation we have both local users and users from our LDAP service. It would be very helpful for our user management if we could filter for ""auth_source_id"" in a GET request for the endpoint /users.:format. 

Example:
GET /users.json?limit=100&auth_source_id=1

"
36594,Relax rouge version dependency in Gemfile,Holger Just,Closed,"Related to #33859, Related to #36325, Related to #40681","The @rouge@ gem ""claims to follow"":https://github.com/rouge-ruby/rouge/blob/master/CHANGELOG.md#changelog Semantic Versioning 2.0.0. As such, most releases of the gem in the past bumped the minor version.

I think it is not necessary to bump every minor release in our @Gemfile@, thereby forcing users on older Redmine releases to stay on an older rouge version unnecessarily.

As such, I think we should relax the @rouge@ dependency to something like

<pre>
gem ""rouge"", ""~> 3.28""
</pre>

As with this change, people might have different languages available (as different @rouge@ versions support different languages). Accordingly, I propose we also dynamically generate the list of highlighted languages (currently in @public/help/code_highlighting_languages.html@) with a controller action.
"
36557,Redmine plugin was not sync in Windows ,Kiran KR,Closed,"","Hi Team,
I installed Redmine on a Windows PC and everything is working properly, but I can't find a plugin in Redmine. Please assist us.

Kiran KR"
36505,Reduce database queries when rendering Custom fields box in the project settings tab,Go MAEDA,Closed,"","Currently, rendering Custom fields box in the project settings tab generates SQL statements as many as the number of available issue custom fields. The attached patch improves the code to generate only one SQL statement.

Before:
<pre>
  IssueCustomField Exists? (0.3ms)  SELECT 1 AS one FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (S
ELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) AND ""custom_fields"".""id"" = ? LIMIT ?  [[""ty
pe"", ""IssueCustomField""], [""id"", 2], [""LIMIT"", 1]]
  ↳ app/views/projects/settings/_issues.html.erb:26
  IssueCustomField Exists? (0.3ms)  SELECT 1 AS one FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (S
ELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) AND ""custom_fields"".""id"" = ? LIMIT ?  [[""ty
pe"", ""IssueCustomField""], [""id"", 1], [""LIMIT"", 1]]
  ↳ app/views/projects/settings/_issues.html.erb:26
  IssueCustomField Exists? (0.2ms)  SELECT 1 AS one FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (S
ELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) AND ""custom_fields"".""id"" = ? LIMIT ?  [[""ty
pe"", ""IssueCustomField""], [""id"", 6], [""LIMIT"", 1]]
  ↳ app/views/projects/settings/_issues.html.erb:26
  IssueCustomField Exists? (0.2ms)  SELECT 1 AS one FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (S
ELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) AND ""custom_fields"".""id"" = ? LIMIT ?  [[""ty
pe"", ""IssueCustomField""], [""id"", 8], [""LIMIT"", 1]]
  ↳ app/views/projects/settings/_issues.html.erb:26
  IssueCustomField Exists? (0.3ms)  SELECT 1 AS one FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (S
ELECT DISTINCT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) AND ""custom_fields"".""id"" = ? LIMIT ?  [[""ty
pe"", ""IssueCustomField""], [""id"", 9], [""LIMIT"", 1]]
  ↳ app/views/projects/settings/_issues.html.erb:26
</pre>

After:
<pre>
   (0.3ms)  SELECT ""custom_fields"".""id"" FROM ""custom_fields"" WHERE ""custom_fields"".""type"" = ? AND (is_for_all = 1 OR id IN (SELECT DISTIN
CT cfp.custom_field_id FROM custom_fields_projects cfp WHERE cfp.project_id = 1)) ORDER BY ""custom_fields"".""position"" ASC  [[""type"", ""Iss
ueCustomField""]]
  ↳ app/views/projects/settings/_issues.html.erb:24
</pre>"
36430,sent notice to members  while objects be changed  in DMS,gb chen,Closed,"","How can the admin or owner specify a number of recipients as a consistent-property of the DMS's folders ,no matter updated or added new files in the willing DMS folders, Redmine will sent notice to the recipients automatically? 
It would be efficient to our daily office works.

under version :
Redmine 4.1.1.stable ; DMSF 2.4.5"
36422,ERPmine Plugin Log Time Issue ,Hemant Patidar,Closed,"","I have Installed ERPmine Plugin in our Redmine server. after log time entries not working.

I have attached the log time error screenshot in attachment."
36391,"Change the default value for ""Time span format"" from ""decimal"" to ""minutes""",Go MAEDA,Closed,Related to #23996,"The setting ""Time span format"" was introduced in Redmine 3.4.0 (#23996) and you can switch the format of time to ""minutes"", ""HH:MM"" style (""0:45 h"" instead of ""0.75"").

The format ""minutes"" (""0:45 h"") is much more natural and easier to understand than the format ""decimal"" (""0.75""). However, the default value of ""Time span format"" is still ""decimal"", and some users may not know this setting.

Since the minutes format is more natural and convenient for most users, I think it is better to set the ""minutes"" format as the default for newly installed Redmine instances."
36382,Redmine Timesheets Application compatible with Redmine 4.2.3,reni wardani,Closed,"","Is it possible to upgrade Redmine Timesheets Application that can compatible with Redmine version 4.2.3 ?

"
36320,Migrate to Rails 7.2,Go MAEDA,Closed,"Related to #36317, Related to #36355, Related to #35536, Related to #39110, Related to #37732, Related to #39760, Related to #39747, Related to #39803, Related to #39834, Related to #40148, Related to #40210, Related to #41141",""
36303,Include avatar URL in Users API,Go MAEDA,Closed,Related to #37157,"I suggest including the avatar URL in the user's API.

<pre><code class=""json"">
{
  ""user"": {
    ""id"": 1,
    ""login"": ""admin"",
    ""firstname"": ""Redmine"",
    ""lastname"": ""Admin"",
    ""created_on"": ""2006-07-19T17:12:21Z"",
    ""updated_on"": ""2021-12-13T10:03:30Z"",
    ""last_login_on"": ""2021-12-11T07:06:41Z"",
    ""passwd_changed_on"": null,
    ""avatar_url"": ""https://www.gravatar.com/avatar/982b6086063a22d85509455d8e31cca2""
  }
}
</code></pre>

Currently, it is difficult to display a user's Gravatar image when developing an application using the REST API. This is because Users API response doesn't include Gravatar URL. Although you can generate a Gravatar URL if you know the email address, email addresses are usually hidden for non-admin users.

This feature is very useful for developers who are building Redmine clients using REST API."
36294,Lazy load inline images,Mizuki ISHIKAWA,Closed,"","Set *lazy: loading* for images and thumbnail images that Redmine will display as follows:
@<img src=""image.jpg"" alt=""..."" loading=""lazy"">@

lazy loading document: https://developer.mozilla.org/en-US/docs/Web/Performance/Lazy_loading
It can be displayed more quickly, for example, when a issue has many comments and many images are displayed."
36292,get tags via API,Hervé LE BARS,Closed,"","Hello
I'm working on Redmine 4.x, I d'ont know the X as I'm not the administrator but I would to retrieve tags values associated with an issue via the REST API. I have found no way to retrieve these tags via API and no documentation that could let me think that there is such information in a more recent version of redmine/plugin tag
I know that to retrive comments on an issue I have to add include=journals but I did'nt find any equivalent for tags"
36205,Ruby 3.1 support,Pavel Rosický,Closed,"Related to #36226, Related to #35435, Related to #36360, Blocked by #35025","net/* libraries were gemified, see https://bugs.ruby-lang.org/issues/5481

<pre><code class=""diff"">
diff --git a/Gemfile b/Gemfile
index 949fe86d2..624d40216 100644
--- a/Gemfile
+++ b/Gemfile
@@ -26,6 +26,12 @@ gem 'tzinfo-data', platforms: [:mingw, :x64_mingw, :mswin]
 gem 'rotp'
 gem 'rqrcode'
 
+unless Gem.ruby_version < Gem::Version.new('3.1.0')
+  gem 'net-smtp', '~> 0.3.0'
+  gem 'net-imap', '~> 0.2.2'
+  gem 'net-pop', '~> 0.1.1'
+end
+
 # Optional gem for LDAP authentication
 group :ldap do
   gem 'net-ldap', '~> 0.17.0'
</code></pre>"
36197,Add configurable setting for copying attachments when copying an issue,Go MAEDA,Closed,"","When copying an issue, you can select the following behaviors:

1. whether to make a relation between source and destination issues
2. whether to copy attachments

And the former has a setting to set the default behavior (#18500). However, the latter does not.

I think it should also be possible to configure the default behavior whether to copy attachments or not.

!{width: 623px; border: 1px solid grey;}.setting-copy-attachments-on-copy.png!"
35987,Time Entry  :comments text_area,L. V. Lammert,Closed,"","With Redmine 0.7.3 (MySQL), changing the text_field to a text_area in views/timelog/edit.rhtml for comments field was simple, .. but it is proving impossible to make a similar change with Redmine 4.2.1.stable.

Given that it is MUCH easier to edit the comment for a time entry with a text_area instead of a scrolling line on the screen - how could this be accomplished?"
35934,Show 2FA status in users list from administration with option to filter,Maciej Liżewski,Closed,Related to #1237,"To control how many users enabled 2fa it is required to report it somehow. This could by just ""2fa status"" in users grid and filter/sort possibility."
35911,Automatically Get Mail from Helpdesk Plugin,Riky Andrean,Closed,"",""
35898,add user,jagadeesh kumar,Closed,"","how to adding a user through API ,is it possible?"
35877,We are not able to install plugin,Hemant Patidar,Closed,"","Hello Team,

We are not able to install kanban plugin on redmine server. So please help me how to install plugins on redmine.
"
35876,We are not able to install plugin,Hemant Patidar,Closed,"","Hello Team,

We are not able to install kanban plugin on redmine server. So please help me how to install plugins on redmine.
"
35859,Azure AD Login ,Louis Deidda,Closed,Is duplicate of #20457,"We just switched from GSuite to O365. Formerly we used LDAP auth with google but it seems not be working anymore with Azure AD.
Am i missing something? Are there any better ways for our users to authenticate using Microsoft systems?
"
35815,Specifying the size of the preview image in the text,Igor M,Closed,"","h2. User history

In Jira, it is possible to insert an image in the body of a comment (or wiki) in a reduced size. If you need to increase it, then you need to click and it will become large in lightbox.

* This is very convenient when the description is very large (for example, a wiki). It is inconvenient to return to the attachments.
* The size of the images can be very large. For example, I can take a screenshot from 2 monitors (they record the place, time, changes).

I tried this plugin. It does as it should in attachments, and it is also necessary in the comments.

!Screenshot_1.jpg!"
35795,Settings for global and user default custom ProjectQuery,Mischa The Evil,Closed,"Related to #7360, Related to #29482, Related to #32818, Related to #36389, Related to #37135","A feature like this would be in line with #7360. It wouldn't need the project and user level defaults though. It would IMHO be a more complete (than r19505) solution to the need expressed in #32818.

With this feature, the @project_list_display_type@ setting added in r19505 can be removed."
35787,"add IP address to ""401 Unauthorized"" log messages",Dietrich Streifert,Closed,"","Hi all,

I'm in need to add a fail2ban filter/jail which allows blocking of IPs trying to use the REST api unauthorized.

Currently redmine logs this attempts like this:

<pre>
2021-08-20 13:18:43 +0200 (185) Completed 401 Unauthorized in 4ms (ActiveRecord: 1.5ms)
</pre>

which is not sufficient for fail2ban filters, because the IP address is missing.

It would be nice to additionally display the requesting IP in that log line, e.g.:

<pre>
2021-08-20 13:18:43 +0200 (185) Completed 401 Unauthorized in 4ms (ActiveRecord: 1.5ms) from 1.2.3.4
</pre>
 
This way it would be possible to write a filter usable for fail2ban.
"
35770,"Change ""Edit"" label in the context menu to ""Bulk Edit"" when multiple issues are selected",Mizuki ISHIKAWA,Closed,Related to #36352,"I hadn't noticed that I could bulk edit issues and time entries for a long time.
I think it would be easier to notice the existence of the bulk edit feature if the edit button was displayed as ""Bulk Edit"" only when multiple elements are selected in the context menu.
Currently, it is always displayed as ""Edit"".

After changes:
|!issue-context-menu.png!|!spent-time-context-menu.png!|"
35764,"Multiple search terms in the ""contains"" operator of text filters",Go MAEDA,Closed,"Has duplicate #33286, Blocked by #35073","I extracted the attached patch from #35073#note-4. The patch posted by ""Jens Krämer"":https://www.redmine.org/users/40856 from Planio allows you to use multiple search terms in ""contains"" operator of text filters. 

> The alternative I am experimenting with right now is breaking up the user's query string into tokens like the global search does, and use these to build a query with multiple LIKE clauses that are combined with AND. I'm attaching a preliminary patch that implements this for the Issue.like scope (used by the autocompleter) and the Query#sql_contains method (which should cover all query filters). Do you think that's a viable approach?

It seems that the patch has already been deployed to the production environment of Planio. See ""Planio filters just got more powerful - Planio Support &#40;english&#41; - Planio Support"":https://support.plan.io/news/200
"
35758,Add some space around the versions on the Roadmap,Mischa The Evil,Closed,"","Currently it somewhat looks like versions are crammed together one after another on the Roadmap. I think it would be good to give them some additional space.

This can easily be accomplished with some additional CSS like:

<pre><code class=""diff"">
 public/stylesheets/application.css | 2 ++
 1 file changed, 2 insertions(+)

diff --git a/public/stylesheets/application.css b/public/stylesheets/application.css
index e117bc1d0..d09310581 100644
--- a/public/stylesheets/application.css
+++ b/public/stylesheets/application.css
@@ -640,6 +640,8 @@ div#roadmap .wiki h2 { font-size: 110%; }
 div#roadmap h2, div#roadmap h3 {padding-right: 0;}
 body.controller-versions.action-show div#roadmap .related-issues {width:70%;}
 
+div#roadmap .version-article {padding-bottom: 12px;}
+
 div#version-summary { float:right; width:28%; margin-left: 16px; margin-bottom: 16px; background-color: #fff; }
 div#version-summary fieldset { margin-bottom: 1em; }
 div#version-summary fieldset.time-tracking table { width:100%; }
</code></pre>

Note: the above given diff is against trunk @ r21131."
35755,Drop OpenID support,Go MAEDA,Closed,"Related to #35688, Related to #32293, Related to #699, Related to #36326, Related to #37609","Redmine currently supports OpenID authentication.

However, OpenId was obsoleted by OpenID Connect some years ago and most OpenID providers discontinued their services. Now it is very difficult to find a web service with an OpenID provider service. This means that it is difficult for Redmine users to start using OpenID login. And it is not easy for us to test if Redmine's OpenID support is working properly.

Given this situation, probably very few users are using OpenID login in Redmine. I think it is time to remove OpenID support from Redmine."
35742,Enable task list items for CommonMark text formatting,Marius BĂLTEANU,Closed,"Related to #32424, Related to #20698","The task list extensions will be a very nice addition for Common Mark text formatting.

https://github.com/gjtorikian/commonmarker#extensions"
35683,PDF rendering improvements when exporting an issue or a list of issues,Jens Krämer,Closed,Related to #34709,"Two PDF generation improvements:

1. Currently, when rendering an issue PDF, macros are only expanded in the description, but not when rendering custom fields with fulltext formatting enabled. The patch changes the behaviour so that formatted full-width custom fields are rendered in the same way the description is rendered, fully interpreting macros. The behaviour for rendering normal-width custom fields is unchanged, probably it is better to leave it as is due to space constraints.
2. Thumbnail macro output was not rendered properly (in the issue description and elsewhere) because the thumbnail image file could not be retrieved - the second patch extends @get_image_filename@ to check for thumbnail URLs and retrieve the proper file path in that case.

Both patches were initially developed for ""Planio"":https://plan.io/redmine-hosting ."
35677,Preserve leading white space when quoting using the JS toolbar,Jens Krämer,Closed,"",the attached patch changes the quote/unquote toolbar.js regular expressions so they preserve leading spaces. This is helpful i.e. when quoting blocks of code.
35671,Move subtasks section on issues show view into a separate partial,Mischa The Evil,Closed,"","Subject says it all.

I'll attach a patch that does this."
35661,"Allow ""Contributor"" role to manage related issues for revisions",Marius BĂLTEANU,Closed,"","I misspell the issue ID in r21131 and I wanted to manually add the issue to the revision, but I don't have rights.

I think it's useful for the ""Contributor"" role to have this permission."
35658,Administration -> Role -> Users Visibility,Sebastian Hunziker,Closed,"","In the dropdown list menu, adding ""None users"" as an option. For some approaches, It would be really useful to be able to select this option to set up a role that can be part of a project but cannot see other members.

!RoleUserVisibility.png!"
35627,Database schema,token ring,Closed,"",Please publish latest database schema
35589,issue assignee limitation to a group or a role,Daniel Besnard,Closed,"","I have a large population in my projects >200
The assignee dropdown menu is very long and make the proper person is made difficult and time consuming.

A good improvement would be:
in the project settings, having he possibility to define the ""assignee"" as follow:
- all -> the entire project members (default)
- group -> list of users within a designated group (could be more than one group selected)
- role -> list of users within a given role (could be more than one role selected) ie: my_exerts

This is not perfect as some users would require having the list of assignee to be customize base on the issue position within a given workflow. But, nevertheless, it would be a nice improvement.  

best regards

reference found not working with redmine 4.1/4.2 : 
https://www.redmine.org/issues/8313
https://github.com/luisr9/redmine_filter_assignable/blob/master/lib/Issues/patches/IssueController_patch.rb"
35562,Show warning in admin/info when there are pending migrations,Go MAEDA,Closed,"","The attached patch adds an indication to the admin/info page whether all database migrations have been run or not.

Some users forget to run the rake task @db:migrate@ when they update Redmine and encounter errors. Sometimes it is difficult for users new to Ruby on Rails to identify that the cause is that database migrations have not been run (examples: message#56635, message#62323).

The new indication that the patch introduces gives such users a chance to know the cause. It is also useful for people who are asked help from such users to figure out the cause.

!{width: 676px; border: 1px solid grey;}.pending-migrations-indicator.png!"
35559,Query links for related issues on issue page,Go MAEDA,Closed,Related to #28471,"Redmine 4.2.0 and later have query links for subtasks on an issue page (#28471). I think the ""Related issues"" section should also have similar links.

Although there is no filter that can extract all types of related issues as mentioned in #28471, I think the new links can be implemented by using the issue ids filter (#4806).

!{width: 769px; border: 1px solid grey;}.query-links-for-related-issues.png!"
35544,Define Workflow per Project,Gayathri Jayakumar,Closed,"","We are using Redmine for our project management with Agile Plugin.

I am unable to define workflows for multiple projects. I have created status and the workflow is also defined. 

Let's say for Project1 the workflow is ""InDiscussion->InDevelopment->InQA->ReadyForDeployment""

I would like to create a workflow for Project2 with workflow ""Start->Approve->Done""

Let me know how to achieve this.

Environment:
  Redmine version                4.1.1.stable
  Ruby version                   2.6.5-p114 (2019-10-01) [x86_64-linux]
  Rails version                  5.2.4.2
  Environment                    production
  Database adapter               Mysql2
  Mailer queue                   ActiveJob::QueueAdapters::AsyncAdapter
  Mailer delivery                smtp
SCM:
  Subversion                     1.7.14
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.5.4"
35507,API to close/reopen projects,Go MAEDA,Closed,Related to #13725,"API to archive/unarchive projects has been implemented for Redmine 5.0.0 (#35420). I think it is better to implement API to close/reopen projects as well.

This is because archive and close of a project are similar choices for admins. Depending on the situation, admins may want to archive a project, or close a project."
35505,Add enabled core fields to /trackers API response,Jens Krämer,Closed,Has duplicate #16522,In some scenarios it might be helpful for an API client to find out what core fields a certain tracker has enabled.
35465,Assistance to update redmine server,Fabio Almeida,Closed,"","hi there, I´m a real noob and although tried I have failed to update my server. is there any one with patience to help me out ?"
35462,Download all attachments in a journal,Go MAEDA,Closed,"Related to #7056, Related to #37130","Bulk attachments download for issues has been implemented in Redmine 4.2.0 (#7056). However, sometimes I want to download all attachments of a journal, not an issue.

For example, suppose that an issue already has dozens of files. In the most recent update, your colleague has attached 5 more files. In this case, it is not uncommon to want to download only the latest 5 files.

I believe that bulk downloading of files for each journal is a very useful feature.

!{width: 766px; border: 1px solid grey;}.bulk-download-journal-attachments.png!"
35450,Better validation error message when the domain of email is not allowed,Yuichi HARADA,Closed,Related to #3369,"When registering an email address with a disallowed email domain with ""My account > Email"", the error message ""Email is invalid"" is displayed.

!{width:400px;border:1px solid grey;}current-error-message.png!

I don't understand what the error message wants to convey, so fixed the error message.

!{width:400px;border:1px solid grey;}fixed-error-message.png!"
35439,Option to require 2FA only for users with administration rights,Marius BĂLTEANU,Closed,"Related to #1237, Related to #34070, Related to #31920","#31920 adds the option to enable 2FA only for certain groups when the 2FA setting is set to optional. This is very useful, but it doesn't cover the case when you want to enable 2FA only for administrators. As a best security practice, if you cannot enforce for all users, the administrators should be top priority to secure using 2FA. 

My proposal is to add a new setting to allow enforcing 2FA only for administrators:

!{width:60%;}2fa_optional.png!

What do you think?
"
35436,Elsevier Auditing Tool without RDP,Anonymous,Closed,"","There is plan to perform quality auditing outside or without accessing citrix or RDP environment. So to develop a tool this request is raised.

"
35432,Git: View annotation prior to the change,Go MAEDA,Closed,Related to #38526,"The ""Blame"" view of GitHub and Gitlab has a feature called ""View blame prior to this change"". With the feature, you can easily jump to an older change of the line.

I think it would be useful if Redmine also has the feature. Currently, it requires some manual steps to see older changes in the ""Annotate"" view of Redmine.

!{width: 634px; border: 1px solid grey;}.gitlab-view-blame-prior-to-this-change.png!
"
35420,API to archive/unarchive projects,Felix Schäfer,Closed,Related to #13725,""
35374,Reduce amount of work on projects show API,Felix Schäfer,Closed,"","Most of the variables computed in the @ProjectsController#show@ action are only needed for the html view, not for the API view."
35365,Allow sending account information when importing users,Go MAEDA,Closed,"","Currently, the user import feature (#33102) does not have a feature to send account information to newly created users. Since there is a ""Send account information to the user"" checkbox when adding users one by one from the web UI, I think there should be the same kind of feature for importing from CSV.

The ""Import users"" screen already has a ""Send email notifications during the import"" checkbox (#22771, currently not working when importing users). I think it would be better if the account information is sent when this checkbox is turned on."
35362,Issues list,Виктор Воеводский,Closed,"","Is it possible the user to see the problem only members of the group? A user ""developer"" has seen the problem of all groups.
As part of the project are connected by different organizations. There is a need that they are not seen by the task each other. Since each organization is a separate group, it is necessary that users see only the tasks of their group. Тow there is only:
issues_visibility_all
issues_visibility_own
issues_visibility_public
"
35358,Setup GITLAB and Redmine work together,Anonymous,Closed,"",Gitlab must use redline as a tool for tracking issues.
35356,subtasks field,Angelica Diaz,Closed,"","Hello, is there the possibility to add ""subtasks"" field to build a query?"
35324,Preload principal and roles in members#index,Thomas Löber,Closed,"","Hi,

@MembersController#index@ should preload the principal and roles of the members.

When this data is not preloaded, iterating over the @@members@ array in @app/views/members/index.api.rsb@ causes a lot of database queries.

A patch is attached.

Thanks,
Thomas
"
35259,Output test coverage report to the console,Dmitry Makurin ,Closed,"","Redmine has its own html formatter for SimpleCow. Would be great to see ""default generated report"":https://github.com/simplecov-ruby/simplecov-html/blob/3a30b47964e74ac810edc02629d420fa1cb1bc12/lib/simplecov-html.rb#L31 in console log for LOC coverage.
It's useful for collecting metrics in gitlab."
35229,SSE refresh,David Doležal,Closed,"","Hi,
I tried quite long time to developed solution how automatically refresh issue's notes without refreshing whole page.

I tested soulution via AJAX or JS with refreshing only DIV ""history"" using timer. For example:
<pre>
$(document).ready(function(){
setInterval(function(){
      $( ""#history"" ).load(window.location.href + "" #history."");
      /*$( ""#tab-content-history"").load(window.location.href + "" #tab-content-history.tab-content"");*/
}, 30000);
});
</pre> 
It doesn't work how I expacted. Page is refreshed, but notes don't show. 
I tested for example plugin redmine_refresh.

But I think it exists better way how it solved. I'm aiming on Server-Sent Event. gem ld-evensource

How I imagine it can works - focused on issue-detail page:
On server running ""services"" who listen changes on issues (create issue, update issue, ...). 

If issue is new, then work as normal (like now).
If issue is updated, then check attributes which was changed and journal has no notes, then reload div #history, show tab History and Changes
If issue is updated, then check attributes which was changed and journal has note, then reload div #history, show tabs History, Notes and Changes and show note.

Maybe I forgot some stuff.

I would like to create discussion about this problem, so come to talk about it. I appreciate it. :-) Redmine is great, but this feature will send him on Olymp... :-)

Feel free for question. 

With best regards 
David
  "
35228,Email notifications on specified filters,Dane 03,Closed,"","Dear all,

is there a plugin working for latest redmine releases enabling us to create filters in 
redmine and then sending emails in case of new entries to these?


e.g. we have several custom fields we use. We create filters on these. 
If a new ticket falls into this filter, we'd like to receive email notifications. 

There has been the issue reminder plugin, but it seems it's not working in latest versions anymore,
so that we now search for a plugin filling our needs.

Thx
Rgds
Benjamin"
35189,"New email notification option ""For any event on my bookmarked projects""",Yoann AMICHAUD,Closed,"Related to #39854, Has duplicate #15542","For now, if you want to be informed about all events of a huge projects portfolio, I have to update the list behind ""For any events of the selected projects only..."" quite often. 
It would be really great if we can receive all notifications of the bookmarked projects adding a new option in the notification option list : ""For any events of my bookmarked projects only...""
"
35137,Reject CSV file without data row when importing,Yuichi HARADA,Closed,"","It is suggested to display a message indicating that there is no data when trying to import a file that has no data.

!{width:400px;border:1px solid grey;}message-no-data.png!"
35086,Please consider changing the way how 2FA is set up,robert heiler,Closed,"Related to #35087, Related to #34070, Related to #31920, Related to #1237","Hey guys,

I don't want to write too much, so it is not hard for you to handle this
issue.

Recently the ruby bug tracker has been changed to require 2FA.

This is a problem for me as I don't have a smartphone, so the change
locked me out of the bug tracker.

Anyway - this is not about that; I would like to suggest a few things.

(1) Right now if you click ""sign out"" you can not sign out because
the 2FA wall shows up:

""The administrator requires you to enable two-factor authentication.""

This should be different. It should ALWAYS be possible to sign out
again. Sure I can use cookies or use another browser, but I logged
into my account of ~13 years just now. Now the 2FA wall prevents me
from doing anything, including ""sign out"". This is not good UI.

We should be able to log out (sign out) again.

Anyway this is a smaller part.

(2) The bigger issue is that I don't get any information about
WHY 2FA is suddenly used, and who enabled it. Yes, I get it,
the site owner did so, but perhaps the site owner was not aware
that this will effectively perma-ban some users. Not everyone
has a smartphone or can use 2FA. I already explained this
on rubygems.org the github issue tracker, that mandatory 2FA
means I can no longer use rubygems, so I'd have to remove
my account at rubygems.org (whereas at github I could still
publish that code, so this is weird...)

Please consider (2), because it means that the admin of a
site may accidentally retire people from ruby, without
even intending to do so. To me this is a dealbreaker, 
because it means I can no longer use the official bug tracker
of ruby, which then means I can no longer voice my concern
(I don't use emails really ... never liked emails in ~over
20 years...). That means I'd become a second class citizen
to ruby, compared to other users, and since I have no intention
to accept this, it would effectively mean that I would also
abandon ruby in the long run.

Ruby is a great language, but to me mandatory 2FA is not
acceptable. While this is not the fault of redmine itself,
I think usability wise several things could be improved.

I assume none of you guys so far thought about how this
could cause friction and strife, so hopefully the way how
2FA is explained to users can change in the long run. I
had slowly collect that information since nothing
was announced anywhere! Suddenly from one day to the
other I was slapped into the face with that 2FA wall,
so perhaps you can understand my frustration here."
35082,Communicate end of 4.x development,Mischa The Evil,Closed,"","Given:
* the present Redmine release cycle;
* the ""Maintenance Policy for Ruby on Rails"":https://guides.rubyonrails.org/maintenance_policy.html and the Rails release cycle;
* the _assumption_ that Redmine will not bring major Rails upgrades (5.x <notextile>-></notextile> 6.x) in a minor 4.x release;
* that the Rails 6.1 port has already been committed to the trunk;

I conclude that it has been decided to end the 4.x development after the recent 4.2 release.

Yet, I see that this is not clear for (close) community members who are referring to a (potential) 4.3 release (see eg. #30820#note-15, #32424#note-36, #32424#note-37).

This could be solved by addressing this subject in a news post.
"
35073,Escape values in LIKE statements to prevent injection of placeholders (_ or %),Jens Krämer,Closed,"Related to #13347, Related to #19786, Blocks #35764","While not technically a security risk, LIKE queries with lots of placeholders can result in high database load, very slow query execution and therefore are a possible vector for denial of service attacks. Further, escaping the wildcard characters in actual query values now allows to actually search for values containing these characters.

The attached patches, which have been extracted from ""Planio"":https://plan.io/redmine-hosting are:

* The first patch removes '%' signs from query strings used in the search test case. These did not matter until now since they just resulted in queries like @field LIKE '%%value%%'@, but now would be looking for a value with literal percent signs. Tests pass before and after that change.
* Patches 2-4 add @sanitize_sql_like@ calls to the various places where we currrently generate sql LIKE statements. Corresponding tests are included.
* The last patch is just a cosmetic change that replaces a @.send@ with a direct call since the called method is now public.
"
35030,Allow parallel testing,Go MAEDA,Closed,"","Rails 6.0 or later supports parallel testing. Enabling this feature can reduce the time required for testing and improve development efficiency.
https://guides.rubyonrails.org/testing.html#parallel-testing

By applying the following patch and run the test suite with @PARALLEL_WORKERS=6@ environment variable in my environment, the time required to run the test suite was reduced to about 30%.

<pre><code class=""diff"">
diff --git a/test/test_helper.rb b/test/test_helper.rb
index 10f4f6e35..95b877d44 100644
--- a/test/test_helper.rb
+++ b/test/test_helper.rb
@@ -53,6 +53,8 @@ class ActionView::TestCase
 end
 
 class ActiveSupport::TestCase
+  parallelize(workers: 1)
+
   include ActionDispatch::TestProcess
 
   self.use_transactional_tests = true
</code></pre>

The reason why the number of workers is set to 1 is that parallel testing causes some errors in system test."
