#,Subject,Author,Status,Related issues,Description
36840,Migrate Wiki needs an update.,Crocodile Rat,New,"","This wiki(https://www.redmine.org/projects/redmine/wiki/RedmineMigrate) was marked as ""Obsolete: Does not work"" in Trac and Mantis sections. Please make them work for latest Redmine stable release. Thank you!"
36785,Extension rest api,Vladimir Bocharov,New,"","Good afternoon. 
Is it possible to add a full response to a request to create / update a task through api? Also, please add a mechanism to track changes in the list of custom fields, including the removal of a custom field. 
If all this has already been implemented, then please send the information. "
36739,Copy issue without notification on old issue,Richard Hector,New,"","When I create a new issue by copying an old one, it doesn't change the old one, so I'd like to be able to disable notifications for that. Notification needs to stay as it is for the new one, of course."
36711,Various features for MailHandler,Vincent Danjean,New,"","  Hi,

  For my local redmine instance (4.0.7-1~bpo10+1 from Debian package), I needed to improve the MailHandler behavior.
I'm sharing here my work in case it can be useful to others. Perhaps some modification might be added to official redmine, it is up to you.
I'm new in ruby, so do not hesitate to correct me if they are improvement that can be done.

  My patch add the following behaviors:

1) keep some headers in messages
  It occurs several time I've been missing some information present in the original mail. So, I added some functions to keep them (to, cc, bcc (and subject for replies))
  This is the part about headers_as_text and header_as_text
  It is my first try. All is hardcoded in the code (no option)

2) Allows one to specify the start of a line as a regexp when matching redmine keyword
  So, invoking redmine:email:receive_imap with reprefix='Redmine:? ?' forces redmine to only look at line starting with this motif (before all keywords such as Project: ...). This avoid false positive line in the mail...
  For this, there is a small modif to read the option from env and a small modif in extract_keyword! to add this prefix (and to use named match group as the prefix can add new groups '()')

3) And the biggest part: something that allows to answer to an issue without knowing the issue number.
  One of my initial goal was to be able to keep track of icinga problems in Redmine.
  Initially, I setup icinga to send notification to redmine. It works, but all messages creates new issues (either for new problems, but also for notification of fixed problem).
  So, redmine was having lots of issues, and manual work was required if we want to close issue correctly.
  I was difficult to do more things from icinga because icinga runs on a machine that cannot access to the web interface of redmine (no way for me to change this politic), so I cannot imagine icinga to look for the correct issue number (and I would not even know how to do this if the systems was on the same machine).

So, I imagine another idea. I use a specific custom field. Icinga sets up this field in all its mails, making unique by problem.
On redmine part, in the dispatch_to_default, before creating an issue, I first check if
a) the custom field is set
b) and an issue is opened with the custom field set to this value
If both conditions are present, I add a reply to the issue (instead of creating a new issue)

On redmine part, there is just an option to choose the custom field to use (ext_ref in my implementation)
On icinga, I added this kind of things in the message (it is prepared by a bash script):
<pre>
## Redmine links
cat << EOF
Redmine external reference: icinga-service: ${SERVICENAME}@${HOSTNAME}
Redmine machine: ${HOSTNAME}
Redmine service: ${SERVICENAME}
EOF
if [ ""$SERVICESTATE"" = OK ]; then echo ""Redmine Status: Terminé(e)""; fi
</pre>
  Machine and Service being to other custom fields in my tracker (and ""External Reference"" is the name of the custom field I'm using and that I give with the ext_ref='...' new parameter)

So now, new icinga problems creates new tickets. But futher notifications for the same problem (host/service) are added to the same redmine issue, until the problem is gone (""$SERVICESTATE"" = OK) that will close the ticket. If another problem occurs with the same host/service, a new ticket will be created. I a separate problem occurs with different host and/or service, another ticket will be used.

A few word about my code:
1) I'm not sure I correctly use IssueQuery. I do not find lots of examples (from ruby point of view) and I'm under the impression that the way I add the custom field filter (from its name and the searched value) is a hack.
2) I'm pretty sure that IssueQuery won't work with no_permission_check=1 (but again, I did not find any doc about the restriction on issues that IssueQuery return (visible to the current user?, ...?))
3) I needed to find a keyword (the custom field value) at the start, before the place where it will be extracted and write into the issue.
  With the initial implementation of get_keyword/extract_keyword!, the custom field value would be erased at the start, and not seen later when the issue must be updated.
  So I added a parameter to these to function that allows one to avoid to modify the message.
  It is not a proper code (extract_keyword! can be a method that do *not* modify the text, ...), it would probably need to be rewritten correctly.

And, for the end, an idea that I will perhaps implement (not yet done): two different options for allow_override: one used for new issues, one used when replying to an issue.

Even if these ideas are not added to core Redmine, I think they can be useful for other people. Having looked on Internet, I was not the only one trying to make icinga and redmine work together.
And this framework can (and will in my case) be use in other contexts:
- linking issues from redmine and another ticket system (just an idea for now, but it should be doable)
- allowing an external pipeline to create and update the good issue by mail (based on an external unique pipeline run ID)
- ...

Regards,
    Vincent"
36702,Inline autocomplete for versions,Marius BĂLTEANU,New,"","In addition to issues, users and wiki pages autocompletes, I think we should add an inline autocomplete for versions. 

Beside @version:@ which is the current syntax to link to a version, we can use at least as triggers @!@ or even @v:@."
36573,Extend config.ru to support sub-uri ootb and cleanup all wiki pages,Tiemo Vorschuetz,New,"","Hi folk,

Almost all of the solutions on the wiki pages are outdated and either never worked or don't work anymore with version 4.x as discussed several times. From my point of view, the only sensible way is to extend config.ru. This approach works as expected. Unfortunately, I have wasted days over past few years at this point trying to get Redmine working under a sub-URI. This even led to me losing almost all of my beautiful hair. And just as ugly as it makes me look now, is trying through all the possibilities enumerated over several wiki pages.

My suggestion: The config.ru should therefore look like this out-of-the-box:

<pre>
# This file is used by Rack-based servers to start the application.

require ::File.expand_path('../config/environment', __FILE__)
map ENV['REDMINE_RELATIVE_URL_ROOT'] || '/' do
    run RedmineApp::Application
end
</pre>

This can then be used to configure the Docker image by one variable, for example if you want to update a legacy system and can't reassign the uri because of backwards compatibility.

The config.ru would be usable unchanged with the default configuration and optionally for people who want or need to run redmine under a sub-URI.

Is there anything against changing the delivered config.ru in the codebase as mentioned above?

THX
Tiemo"
36544,API json/xml responses based on Accept header,Marius BĂLTEANU,New,"","This is a follow-up to #34766 and #26709.

Currently, Redmine API requires to append @xml@ or @json@ to URL in order to respond with the desired format and completely ignore the @Accept@ header. Pavel Rosický wrote more details about this in #26709.

In order to be more consistent with how Rails works by default (and other frameworks as well), we should accept the @Accept@ header as alternative to @json@/@xml@ format in URL.


"
36537,"Diferentiate between ""comment"" and ""edit"", Issues.",. ¦3<RELATIVISM . ,New,"","Currently when one wants to edit description of an issue you need to make 2 movements:
1. click to edit to open issue editions interface it self, and then
2. click in description editions specific button.
Which is quite unproductive, and given redmine is a software to increase productivity this should be improved :). 

but more importantly this is unintuitive, confusing, as well as being ambigious,
because when someone intends to edit something in a issue they assume description editions would be included. Many times people just assume that one needs to be a administrator of the instance to do so, given the ""edit description"" feauture is a little bit not obvious.

SOLUTION
Separate the experience in two in the right upper corner, or by adding a feature/button for just the note section bellow the issue report:
editing -> refering to editions on description
commenting -> refering to further editions on ""notes"" section bellow issue report

I understand that both are the same technically but it makes less understandable, if there isnt a separation of the two. Cheers Irelativism."
36521,Add language filter to redmine.org page,C S,New,"","Open translation tasks can be roughly filtered by category, but it would be even better if the number of tasks displayed could be reduced using another, searchable ""Language"" filter.
Alternatively, at least the language should be included in the title..."
36450,Show/hide private comments,Lubomír Vrána,New,"","I'm creating a feature request as suggested here: https://www.redmine.org/boards/2/topics/66625
We need the possibility to show/hide private comments.
Please see to my solution.

The solution in Redmine core doesn't have to be like this. Maybe adding a checkbox 'Show private comments' to 'My account' page would do."
36448,Option to group subtasks within task in issue list,Kamil .,New,"","As one can see in attached screenshot (redmine_1): Both #388 and #400 are subtasks of Task #391, but because of sorting by ID, only the #388 is indented.

Please add option to always group subtasks witin it's parent task (example in redmine_2 screenshot)
"
36413,How could I assign automatically project value to the linked demands ?,Isabelle gautherin,New,"","hi,

i am trying to put SLA on our projects, and want to see this value on each  project demand.

is it possible ?

thanks you for your return

isabelle

bad english, i know :("
36412,"Possibility to mark ""Note"" field as ""Required"" in ""Workflow->Fields permissions"" tab",Kamil .,New,"","*Use Case:*
I want my users to change Issue statuses freely, but when a user marks Issue as ""Done"", I want them to write obligatory note in the ""Notes"" section.

*Desired solution:*
The best way to achieve it, is to set ""Notes"" as ""Required"" field in ""Workflow->Fields permissions"" tab. Unfortunatelly it is not possible now.

*Workaround:*
I know that I could create custom field, but this is not the case, because I explicitly want to use ""Notes"" mechanism.

*Feature request:*
Could you please add ""Notes"" to ""Workflow->Fields permissions"" tab?
There are plenty of System fields uder the ""Workflow->Fields permissions"" tab already, so I see no reason why ""Notes"" field can't be there.

Kind regards,"
36376,accidentally delete a member in the project member settings,kiyoshi ohgishi,New,Related to #13199,"h3. problem

When checking multiple members in succession, whether the role is from a group or personalized
""Edit"" and ""Delete"" are mixed at the right end, and I accidentally press ""Delete"".

h3. measures

Do one of the following:
* Display a confirmation dialog before deleting.
* ""Edit"" that is always displayed is fixed at the right end, and ""Delete"" that is displayed depending on the condition is the second from the right. 

/* The following is a Japanese supplement */

h3. Subject

プロジェクトのメンバ設定で間違ってメンバを削除してしまう

h3. 問題点

ロールがグループ由来か個人設定か、複数メンバを連続して確認する際、
右端に「編集」と「削除」が混在しており間違って「削除」を押してしまう。

h3. 対策

以下のどちらかを行う。
* 削除前に確認ダイアログを表示する。
* 常に表示される「編集」を右端固定とし、条件によって表示される「削除」を右から2番目にする。"
36374,Add sign in page caps lock indicator,Jim McAleer,New,"",For ease if use and as part of best practices please add a caps lock indicator on the sign in page. This helps prevent lockouts!!  This is a known issue 
36370,Add Copy and Archive to the project context menu,Go MAEDA,New,"","Currently, the context menu for a project has four items, ""New subject"", ""Close"", ""Delete"", and ""Settings"". I suggest adding two more buttons, ""Copy"" and ""Archive"". This will allow you to perform most operations on a project without having to go to the Administration page.

* The copy project feature is frequently used The copy feature is a frequently used feature in teams that create new projects by copying template projects. Adding ""Copy"" to the context menu can reduce steps to complete the work
* Archiving a project is preferable to deleting a project because deleted projects cannot be undone. Therefore, the preferable ""Archive"" should be in the context menu if ""Delete"" is in there
* I think adding these two items will not have any negative impact on UI/UX because they are usually hidden in the context menu. In addition, non-admin users cannot see the items even if they open the context menu

!{width: 226px; border: 1px solid grey;}.add-copy-and-archive.png!"
36364,Add possibility to add custom field of type key/value list to timelog reports,Christoph Holzer,New,"","Currently only plain custom fields from type lists are possible...

Environment:
  Redmine version                4.1.1.stable.19730
  Ruby version                   2.5.1-p57 (2018-03-29) [x86_64-linux-gnu]
  Rails version                  5.2.4.2
  Environment                    production
  Database adapter               Mysql2
  Mailer queue                   ActiveJob::QueueAdapters::AsyncAdapter
  Mailer delivery                smtp

 "
36328,Issue Tab - View Issue and all its descendants,Andrea Valle,New,"","Hello,
I need to see an Issue with all its descendants.

Until now the nearest solution I found is filtering by:

""Parent task"" ""contains"" ""<root-issue-id>""

However this does not displays (by design) the parent task itself. 

Anyone knows a way to reach this goal?

Thank you."
36295,Tracker based field ordering.,Adnan Topçu,New,"","Currently you can define only order of custom fields only. Standard fields are non sortable and always top of list.
It would be nice to be able to sort these fields separately for each trackers.
"
36256,Redmine Calendar is not listing issues,Da Pon,New,"","Dear team,

I have upgraded the Redmine from version 2.5.2 to version 4.2.3.stable. Before, the issue was shown in the calendar after upgrade the issue did not show anymore.

The attached file send to you for referent.
Could you provide me the advice I could see the list of all issues on the calendar again?

Regards,
"
36252,Make the wiki multi-lingual,C S,New,"","I've been trying for some time to bring the German version of the wiki up to date in the areas of the user guide. This is currently quite tedious, since then all pages that have already been translated with the respective links have to be converted to the German version.

It would be great if the wiki was multilingual.
I imagine it as follows:
* English is the main language
* All pages / hierarchy / etc. are created in English
* A translation will be created / attached with the respective language abbreviation
* No other language page can be created as an independent version, but must always be linked to the ""original""
The logged-in user selects his system language, and accordingly, if the translation is available, it will be redirected to it. If none is available, it ends up on the original, English version."
36204,Add links from roadmap and a specific version to files associated with a version,Marcin Szewczyk,New,"","I can see links from *Files* to *Versions* but not the other way around.

I was thinking about automatic submission of packages from a build server as *Files*. They would be much more accessible if one could get to them by clicking from an *Issue* to *Version* to a file or download release files from the *Roadmap*."
36176,Create automatic subtasks,C S,New,"","We have some recurring processes to do (weekly / monthly).
We are currently logging these tasks in a ticket, in which the start and end date are changed manually after completion. All options / fields are already filled with the old values during processing. If the person in charge of the ticket forgets to check the truth of the individual field, this will not be noticed ...
What we need:
* The task is created and defined in the main ticket
* The main ticket specifies whether the ticket will run forever or whether it will expire on a specific date
* The cycle of how often or when a sub-task is created is specified in the main ticket (with start and end date for completion)
* The assigned person / group is specified in the main ticket.
* The main ticket then generates according to the entered but still empty sub-tasks (tickets), which then have to be filled in according to the tracker"
36162,Add notification reason to the email instead of the default static email footer,Marius BĂLTEANU,New,"Related to #13919, Related to #38492","The default email footer setting is:
> You have received this notification because you have either subscribed to it, or are involved in it.
> To change your notification preferences, please click here: http://hostname/my/account
This setting can be changed from Settings -> Notifications -> Email footer.

This approach have several issues:
* the text can be removed by an admin
* the text is not translatable
* the text is too generic and the user cannot understand why he received that notification

My proposal is to replace this text with the real reason of why the user received the notification. In this phase, I propose the following reasons with the according translations:

| *Reason* | *Message* | *Details* |
| @INVOLVED@ | You have received this notification because you are involved in. | user is either author, assignee or previous assignee |
| @MENTIONED@ | You have received this notification because you have been mentioned in. | user in mentioned in that event |
| @SUBSCRIBED@ | You have received this notification because you have subscribed to it. | user is subscribed to that event |
| @WATCHER@ | You have received this notification because you are watching it. | user is a watcher |
| @ADMIN@ | You have received this security notification because you are an administrator. | user is an admin and he received a security notification |

In the future, we can add even a more granular reason for the involved reason: author, assignee or previous assignee.

Also, I propose to always display the text ""To change your notification preferences, please click here: %{link to my account}.""

Below is an example from a security notification with both messages (first message is the new one; second message is the old one).
!{border: 1px solid grey; width: 30%}sn.png!"
36138,保存自定义查询失败,meihong zhou,New,"","1、在问题列表点击【保存】进入新建查询页面
2、保存查询条件，报错

I need to create a new query and report an error after saving the query. Please see pictures 1 and 2."
36136,redmine_cost_admin plugin,Anonymous,New,"","Hi there,

I wrote a plugin which allow:

* registering contracts of the users
* converting estimated hours and spent hours into money amount
* registering budgets and expenses per project

If this plugin help your organization, I'm happy w"
36056,Update password hash function,Mauryl Dovand,New,Related to #24520,""
36032,Auto-complete in Project list form,jontofront jontofront,New,"","We have a lot of project in list. 
I think it would be useful to be able to autocomplete in the project filter search by name."
36025,Drag and drop upload files to issue via issue list screen,Aleksandar Pavic,New,"","Ability to upload files, when file is being dragged on issue when issues are listed in table on 

/projects/project-name/issues

screen.

Ability to upload already exists on the issue create/edit screen.

Redmine competitors like Monday.com have that feature which is very useful, in various project
management use-cases.

!2021-10-21_08-59.png!"
36002,Add search capabilities in a list custom-field to improve the user expirience,pasquale [:dedalus],New,"","Add search capabilities in a list custom-field when it is displayed as a drop-down list and also when it is displayed as checkboxes. This can improve the UX when a custom-field as hundreds or thousands of items. At this moment I need to scrool the entire list of items.
Thanks. "
35990,Sitewide news plugin,Anonymous,New,"","Hi there,

I wrote a plugin which extends original news feature with following:

* notifies a news to every active users via e-mail on-demand and with the permission to do so

We are using this feature to distribute such as system suspension notice .

If this UX is built in to original Redmine, I'm happy!"
35988,Spread sheet import plugin,Anonymous,New,"","Hi there,

I wrote a plugin which extends original import features with following:

* ODX aware, means you do not need to convert the importing data to CSV
** this feature uses roo gem
* pre-auto-mapping and pre-validation on mapping page, to avoid being dropped importing records
* mapping is not data columns to internal entity one, but entity one to data one
* project members import

If this UX is built in to original Redmine, I'm happy!"
35938,custom relationship and tracker filter,nicola mondinelli,New,"","as a user i would like to link issues with custom relation types over the standards ""linked to, dupplicated, ecc..""
like ""describes, implements, ecc..."" with no business logic rules implemented. Maybe it would be useful to permit to select the already implemented ones (blocks, blocked, duplicate).

and it would be very useful to lock the custom link filtered by tracker, for example: the new link type ""implements"" is available only for the tracker ""feature"" and can link only issues from the tracker ""business request"".
It can be obviosly extend to multiple tracker selection and not only one."
35920,"Display caption of ""Group by column"" on the grouped issues list",Takenori TAKAKI,New,"","After specifying group option on issues list, It may be difficult to know what group option specified for list (e.g. group by ""start date"").

!{width:600px}not-display-group-option.png!

Therefore, I propose an improvement to display the caption of the group option in the list, as shown in the screenshot below.

!{width:600px}display-group-option.png!"
35906,Project Activity Log,James H,New,"","Would like a log of project-level activities, such as when someone closes or reopens a project. 

Without a log, there is no way to see who is doing project level changes, and no way to investigate problems."
35890,Equalize content order for diff views,Mischa The Evil,New,"","_This issue is currently based only on a inspection of the feature on redmine.org, but I believe it is persists on current Redmine versions and other SCM-backends than subversion too. Yet, this assumption should be checked..._

Currently, the 
* view for repo (changeset/revision) diffs provides diff content in _descending_ alphabetical order; while the
* view for diff attachments provides diff content in _ascending_ alphabetical order.

I believe it is better if both these views provide the diff content in the same order. IMHO the ascending alphabetical order would be preferred."
35889,Textile and Markdown attachment rendering should support third-party formatters,Mischa The Evil,New,"Related to #29752, Related to #15520, Related to #32424, Related to #2025","As it is implemented currently with #29752, Textile and Markdown attachment rendering is supported +only+ for the core formatters for Textile and Markdown.

* Textile attachment rendering currently relies on the _bundled_ (custom) RedCloth3 library.
* Markdown attachment rendering currently relies on the _optional_ Redcarpet (or CommonMark, post #32424) libraries, with a fall-back to @Redmine::WikiFormatting::NullFormatter@.

Given the info above, currently:
* Textile attachment rendering always works, always relying on RedCloth3 (since RedCloth3 is bundled);
* Markdown attachment rendering +*only*+ works with one of the optional Markdown core formatters installed (relying on Redcarpet or CommonMark) and based on @Setting.text_formatting@.

Redmine should also provide support for (custom) third-party Textile and Markdown formatters (e.g. RedCloth4 [via a formatter like provided by e.g. ""redmine_redcloth"":/plugins/redmine_redcloth], kramdown, Maruku, RDiscount, etc.), based on what formatters (core and third-party) are actually available.
I think the easiest way to implement this is to let formatters provide a way to indicate that they provide support for either a Textile or Markdown flavor."
35880,ADFS Integrations ,Hemant Patidar,Needs feedback,"",I am not able to ADFS Integration on Redmine 
35861,Add hook to import issue fields mapping view,Sumiaki Kawasaki,New,"","I want to display the dedicated items of the plugin in Import Issue mapping.

In bottom of
/app/views/imports/_issues_fields_mapping.html.erb
<pre>
<%= call_hook(:view_issues_fields_mapping_bottom, :import => @import) %>
</pre>

The attached file is a patch created from V4.2.2."
35843,Rest Api: filter by issue category,Aed Art,Needs feedback,"","It would be really nice to allow filtering issues by their assigned issue category.

E.g.:

<pre>
/issues.json?category_id=1234
</pre>

Perhaps the filter could be expanded to allow matching string searches? Similar to when searching for sub-strings in custom fields.

<pre>
/issues.json?category_id=~some-category-search-string
</pre>"
35839,"API: Unable to distinguish between user and group, for the assigned_to field",Aed Art,New,"","The `assigned_to` field for the `issues` resource, and the `default_assignee` for the `projects` resource return either a reference to an existing user or a group.
Yet, it's not possible to distinguish whether it is one or the other - at least not an easy one via the API.

Developers might have to perform additional requests to be API, in hopes of being able to determine if it's user reference or a group. This might not be as easy as it sounds. You only have the name to match against, which depending on display setting, a user's name will be outputted differently in the reference, making it a bit frustrating attempting to compare against.
Furthermore, there is always a change that a group shares the same id as a user (_do not have enough understanding of the database schema_)?

h3. Possible Solution

Add a new property to the `assigned_to` and `default_assignee` references, indicating exactly it's type.
E.g:

<pre><code class=""json"">
{
  ""assigned_to"": {
    ""id"": 1234,
    ""name"": ""Development Group"",
    ""type"": 'group',
  }
}

{
  ""default_assignee"": {
    ""id"": 1234,
    ""name"": ""James T. Brandon Jr."",
    ""type"": 'user',
  }
}
</code></pre>"
35799,Add a link to (with count of) targeted but not-estimated issues to versions show view,Mischa The Evil,New,"","This feature request/proposal is loosely extracted from #1671#note-7:

_Artem Vasiliev wrote:_
> [...]
> 
> Version page: show not estimated (undone) issues count.
> Count is a link that leads to relevant issues list.
> [...]

Cutout from screenshot posted in #1671#note-8 by Artem Vasiliev:

!{width: 50%;}.2021-08-22_13-12-09.png!

I think this feature, albeit with some less prominent coloring, can really ease version scheduling/planning."
35798,Add Total estimated/spent time issue query filters,Mischa The Evil,New,"Related to #1678, Related to #26826","Total estimated/spent time columns are, along with the estimated/spent time columns, present on the issue list. Simultaneously are their equivalent filters missing as issue query filters available for filtering (on) the issue list.
I think it could be beneficial for users to have these two issue query filters added to the core by default."
35797,Don't show issues without spent time on the issues list with 0.00/0:00 spent time values,Mischa The Evil,New,Related to #35674,"Currently issues without spent time are rendered on the issues list with 0.00/0:00 spent time values.
I think it would make more sense to completely omit showing any spent time values for such issues instead. Such would tidy up the issue list some more, rendering only actually set values."
35796,Allow subject and priority issue attributes (i.e. tracker fields) to be disablable,Mischa The Evil,New,Related to #38416,"I see many use-cases where items which are tracked as Redmine issues lack a priority and/or a subject. They could e.g. lack both a priority and a subject altogether or lack a priority and substitute the subject attribute with a title or name attribute in the form of a custom field.

I think it would be great if Redmine could support such configurations without the need for users/admins to resort to (custom) workarounds. That way, the bare minimum of issue attributes would consist of only the status attribute (by disabling all the fields in the tracker config combined with setting the remaining fields to read-only in the workflow field permissions).

Use-case examples:
* collection management (books/movies/CDs/DVDs/BDs/recipes, etc.)
* (software) license management
* inventory management
* contact management
* vacation-/presence management
* appointment management
* etc.

In the case that such entities are tracked as Redmine issues, an administrator can already modify/override the respective Redmine core translations easily via a plugin to globally rename 'issues' into a more general term like 'items'. This cannot be done with the same ease to e.g. rename the subject attribute to a title attribute as issues of other trackers (e.g. an old-school defect tracker) use the same attribute OOTB, hence the request to also make the subject attribute disablable."
35774,Deprecate and Remove Version#effective_date compatibility layer in favor of Version#due_date,Mischa The Evil,New,"","In the light of major version cleanups and refactorings, combined with #15180 and #35760 (and maybe even #35761 and #35762), it might be a good idea to deprecate and finally remove the @Version#effective_date@ compatibility layer in favor of @Version#due_date@ altogether."
35771,Document 'Repositories Management API' and 'Revisions Add/Delete Related Issues API',Mischa The Evil,New,Related to #22008,"The following APIs/end-points should be (separately) documented on/under [[Rest_api]]:
* 'Repositories Management API'
** @/sys/projects@
** @/sys/create_project_repository@
** @/sys/fetch_changesets@
* 'Revisions Add/Delete Related Issues API' (#22008)
** @/projects/:id/repository/:repository_id/revisions/:rev/issues@
** @/projects/:id/repository/:repository_id/revisions/:rev/issues/:issue_id@"
35762,"Add an optional, explicit Project#start_date and Project#due_date to projects",Mischa The Evil,New,Related to #35454,"This can be useful for projects that don't use issues and/or versions but nevertheless have explicit start- and due-dates, and would be in line with an implementation of #15180."
35761,Display Project#start_date and Project#due_date on project show view,Mischa The Evil,New,Related to #35454,It can be useful to display these values outside of the Gantt/Calendar too.
35760,Add a fallback-mechanism to Version#due_date similar to Version#start_date,Mischa The Evil,New,Related to #15180,"This is extracted from #15180#note-19 as it's out-of-scope for that issue and can be a useful feature on its own independent of the implementation of #15180.

Sebastian Paluch wrote in #15180#note-19:
> [...] How would all that align with ""due date"" behavior? The due data is now independent from issues. Should it be also changed in the way for consistency?"
35750,"Export ""version"" information with custom fields",Nicolas ESTIENNE,New,"","Hi,
I created some custom fields for ""version"", and I would like to export in csv file. These custom fields are visible in the roadmap view, but I do not find export button. Is it possible to an export of version data?"
35749,Call Redmine::Hook.call_hook(:model_changeset_scan_commit_for_issue_ids_pre_issue_update) not only in case of a fixed issue with 'fixes' keyword,Sandro Frenzel,New,"","In

app/models/changeset.rb

there is a hook _:model_changeset_scan_commit_for_issue_ids_pre_issue_update_ which is called only if an issue was marked as fixed ('fixes' keyword) within a commit message.

So, there is no possibility to run an own adapter or do other things when an issue just changed within a commit message with 'refs' keyword.

Moving the lines

<pre>
    Redmine::Hook.call_hook(:model_changeset_scan_commit_for_issue_ids_pre_issue_update,
                            {:changeset => self, :issue => issue, :action => action})
</pre>
in the 
<pre>
def fix_issue(issue, action)
</pre>
function after the fix_issue() and log_time() call

<pre>
          unless repository.created_on && committed_on && committed_on < repository.created_on
            fix_issue(issue, action) if fix_keywords.include?(action)
            log_time(issue, hours) if hours && Setting.commit_logtime_enabled?
            Redmine::Hook.call_hook(:model_changeset_scan_commit_for_issue_ids_pre_issue_update,
                            {:changeset => self, :issue => issue, :action => action})
          end
</pre>

will invoke the _:model_changeset_scan_commit_for_issue_ids_pre_issue_update_ hook also if there was just the 'refs' keyword used.

Well, is there a reason to call this hook only in case an issue was changed to 'fixed'?"
35679,Ignore text email parts only stating that the email should be viewed as HTML,Felix Schäfer,New,Related to #34974,"As already discussed in #30838 some emails now contain ""Your email client does not support HTML messages."" in the text part and the interesting bits in the HTML part. This can be solved with the ""prefer HTML"" setting introduced in #30838.

We would like to propose a patch to still ignore email text parts stating ""Your email client does not support HTML messages."" or similar with a blacklist. This way users preferring text parts and/or not aware of the new option do not need to see those parts in Redmine."
35676,Optimize performance of syntax highlighting implementation,Mischa The Evil,Needs feedback,"Related to #26055, Related to #24681","* re-implement performance optimizations of #26055
* don't send input through syntax highlighting if it:
** does not need to be highlighted, or
** can not be highlighted
"
35667,Consider generalization of My page block mechanism for use on the Issues Reports view,Mischa The Evil,New,"","Given the current implementation of the Issues Reports view it might be sensible to generalize the My page block mechanism and re-implement the Issues Reports view to use that generalization. This would provide:
* addition of user personalization of the Issues Reports view
* addition of plugin extensibility of the Issues Reports view"
35663,Access custom fields in project specific activities via Redmine API,Simeon Trifonov,New,"","I created a custom field in the activities that should contain different code for each activity. Also the codes could be different in the different projects. This is supported from Redmine and works fine.

!activities.png!

I tried to access this data from outside (using Python-Redmin library) and it seems to be impossible. The developers of the library said that this is not supported from the Redmine API and they cannot solve this problem. I will appreciate extension of the Redmine API that will allow access to custom fields in the activities."
35657,Spent time ratio column and filter,Go MAEDA,New,"","I suggest adding a new column and a new filter to the issues list.

The name of the column and the filter is ""Spent time ratio"". ""Spent time ratio"" column displays the percentage of a spent time divided by an estimated time. The column is useful to see the sign of overspending of man-hours and find issues that took more time than estimated.

""Easy Redmine"":https://www.easyredmine.com/ already has the same column and filter.

!{width: 1023px; border: 1px solid grey;}.spent-time-ratio.png!"
35647,Allow the user to properly override Setting.display_subprojects_issues on Issue Reports if a project has subprojects,Mischa The Evil,New,"Related to #35666, Related to #2529, Related to #34185","I'd like to know if there is interest in a feature like this:

!{width:95%;}.2021-07-31_10-49-52.gif!
"
35645,Request for reconsideration of removal of 'View all issues' link,Mischa The Evil,New,Related to #30294,"Yesterday I started doing some development work on Redmine again. The first thing that I stumbled upon was that the 'View all issues' link in the issues sidebar was removed in r18304. Although I see the merit of its removal with #30294, it really annoys me not having that link available (to such an extend that I quickly created a ""small plugin"":/plugins/redmine_add_all_issues_link_in_issues_sidebar to restore it on the issues show view).
The reason for this annoyance is that it was the only way to clear the current, not-saved query straight from the issues show view without first going back to the issues index view and then subsequently clicking on the clear button. With the link on issues show it is possible to go back to the default issues list without the need of an additional click on the clear button to clear the in-memory query. All the other (currently available) links that go back to the issues index view (project menu and query links on the index show view) retain the current query.

So, to make a long story short, I'd like to request a reconsideration of the decision for the removal of this link. This is also rooted in the fact that I think more (power) users will be/have been bitten by this change.

FTR:
* I have no problems with the move of the other links ('Summary' and 'Import') to the drop-down menu. This request is just about the 'View all issues' link.
* I haven't looked into the changes of the 'Spent time' sidebar yet, but the points of the 'Issues sidebar' might also apply to those views.
* If the removal decision is indeed reverted then it would be viable to subsequently also revert the addition of the clear query buttons added in #31640, as they would become obsolete if the 'View all issues' link is added back in.
* I am also ok if my request will be declined. I'll then just keep using my plugin to restore the old situation...
"
35640,select / deselect watchers with one click when I copy a single issue,Eugenia B.,New,Related to #4386,"I have issues with more than 10 watchers and I want to copy the issues without watchers .
It would be better not to deselect the watchers one by one.

I want to select / deselect watchers with one click when I copy a single issue

Also, I would like to have the option to add a new checkbox to copy watchers when I copy a single issue

"
35626,Prevent close project,token ring,New,"","Please add feature to prevent closing project with opened tasks
"
